,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,Cluster,Station,Latitude,Longitude
76,0.6666666666666666,0.3333333333333333,0.2,0.16455696202531644,0.05263157894736842,0.2727272727272727,0.12195121951219512,0.2727272727272727,0.2830188679245283,0.06349206349206349,1,Nirman Vihar,28.63650605,77.28683488664558
77,0.08333333333333333,0.13333333333333333,0.4,0.08860759493670886,0.05263157894736842,0.2727272727272727,0.29268292682926833,0.36363636363636365,0.09433962264150943,0.1111111111111111,1,New Ashok Nagar,28.589088500000006,77.3015085
78,0.25,0.6,0.0,0.20253164556962025,0.15789473684210525,0.6363636363636364,0.17073170731707318,0.36363636363636365,0.16981132075471697,0.14285714285714285,1,Patel Nagar,28.6455858,77.1686983
84,0.41666666666666663,0.2,0.0,0.11392405063291139,0.0,0.6363636363636364,0.07317073170731708,0.4545454545454546,0.4716981132075472,0.12698412698412698,1,Shadipur,28.651636199999995,77.1582947
94,0.0,0.6,0.2,0.05063291139240506,0.0,0.2727272727272727,0.0975609756097561,0.09090909090909091,0.1509433962264151,0.047619047619047616,1,Laxmi Nagar,28.63055515,77.2776331681994
96,0.25,0.13333333333333333,0.4,0.0379746835443038,0.02631578947368421,0.36363636363636365,0.29268292682926833,0.0,0.1509433962264151,0.047619047619047616,1,Indraprastha,28.6206019,77.249551
97,0.16666666666666666,0.26666666666666666,0.2,0.20253164556962025,0.15789473684210525,0.2727272727272727,0.0975609756097561,0.09090909090909091,0.07547169811320754,0.07936507936507936,1,Janakpuri West,28.6289502,77.0779235
98,0.08333333333333333,0.4,0.2,0.1518987341772152,0.13157894736842105,0.4545454545454546,0.07317073170731708,0.18181818181818182,0.24528301886792453,0.047619047619047616,1,Dwarka Sector 12,28.592236199999995,77.04073149999998
99,0.25,0.26666666666666666,0.4,0.08860759493670886,0.05263157894736842,0.2727272727272727,0.43902439024390244,0.4545454545454546,0.07547169811320754,0.047619047619047616,1,Dwarka Sector 11,28.5864469,77.0494375
100,0.25,0.26666666666666666,0.2,0.08860759493670886,0.07894736842105263,0.2727272727272727,0.07317073170731708,0.36363636363636365,0.3773584905660377,0.07936507936507936,1,Dwarka Sector 10,28.5810577,77.05749959999999
101,0.41666666666666663,0.26666666666666666,0.2,0.20253164556962025,0.10526315789473684,0.36363636363636365,0.07317073170731708,0.09090909090909091,0.1509433962264151,0.09523809523809523,1,Janakpuri East,28.633021000000006,77.08675699999998
103,0.08333333333333333,0.4,0.0,0.05063291139240506,0.02631578947368421,0.36363636363636365,0.12195121951219512,0.18181818181818182,0.07547169811320754,0.031746031746031744,1,Dwarka Sector 9,28.574272,77.0653316
109,0.16666666666666666,0.3333333333333333,0.2,0.13924050632911392,0.07894736842105263,0.09090909090909091,0.24390243902439024,0.18181818181818182,0.1509433962264151,0.15873015873015872,1,Jhandewalan,28.6443188,77.1999165
114,0.25,0.26666666666666666,0.0,0.0759493670886076,0.07894736842105263,0.18181818181818182,0.0,0.2727272727272727,0.018867924528301886,0.06349206349206349,1,Karkarduma,28.6491622,77.3062081096126
116,0.08333333333333333,0.3333333333333333,0.0,0.06329113924050633,0.0,0.9090909090909092,0.07317073170731708,0.18181818181818182,0.33962264150943394,0.06349206349206349,1,Akshardham,28.61784195,77.27948814325397
117,0.3333333333333333,0.26666666666666666,0.2,0.31645569620253167,0.18421052631578946,0.18181818181818182,0.07317073170731708,0.18181818181818182,0.49056603773584906,0.06349206349206349,1,Botanical Garden,28.5638964,77.33433199999997
120,0.08333333333333333,0.2,0.2,0.12658227848101267,0.07894736842105263,0.36363636363636365,0.0975609756097561,0.2727272727272727,0.1320754716981132,0.07936507936507936,1,Punjabi Bagh West,28.6703201,77.1420875
122,0.25,0.26666666666666666,0.4,0.21518987341772153,0.21052631578947367,0.09090909090909091,0.0975609756097561,0.09090909090909091,0.1509433962264151,0.1111111111111111,1,ESI Hospital,28.6580737,77.1272678
123,0.25,0.2,0.0,0.05063291139240506,0.0,0.36363636363636365,0.0975609756097561,0.2727272727272727,0.1320754716981132,0.06349206349206349,1,Hazrat Nizamuddin,28.5887494,77.2572494
124,0.41666666666666663,0.4666666666666667,0.0,0.10126582278481013,0.0,0.2727272727272727,0.14634146341463417,0.36363636363636365,0.07547169811320754,0.047619047619047616,1,Sir Vishweshwaraiah Moti Bagh,28.5785326,77.175741
126,0.25,0.2,0.0,0.0759493670886076,0.0,0.4545454545454546,0.14634146341463417,0.18181818181818182,0.4150943396226415,0.031746031746031744,1,East Azad Nagar,28.6646964,77.284881
128,0.08333333333333333,0.13333333333333333,0.0,0.08860759493670886,0.07894736842105263,0.4545454545454546,0.0975609756097561,0.36363636363636365,0.07547169811320754,0.07936507936507936,1,IP Extension,28.628899100000005,77.31019787919773
130,0.25,0.26666666666666666,0.2,0.20253164556962025,0.15789473684210525,0.2727272727272727,0.29268292682926833,0.4545454545454546,0.09433962264150943,0.1111111111111111,1,Bhikaji Cama Place,28.56790025,77.18701648353384
132,0.08333333333333333,0.0,0.0,0.11392405063291139,0.02631578947368421,0.5454545454545454,0.0975609756097561,0.2727272727272727,0.05660377358490566,0.06349206349206349,1,Naraina Vihar,28.6273375,77.14031750000002
